Id;Food;Category;Carbohydrates;Sugars;Dietary fiber;Fats;Saturated fat;Protein;Calcium;Cholesterol;Copper;Iodine;Iron;Magnesium;Niacin;Phosphorus;Potassium;Riboflavin (B2);Selenium;Sodium;Thiamin (B1);Vitamin A;Vitamin B12;Vitamin C;Vitamin D;Vitamin E;Zinc;Artificially sweetened;Cholesterol-free;Egg-free;Fat-free;Fructose-sweetened;Gluten-free;High-fibre;Lacto-ovo-vegetarian;Lactose-free;Lacto-vegetarian;Milk-free;No added salt;No additives;No colouring agents;No preservatives;Soy-free;Sugar-free;Unsweetened;Vegan
321;RED CABBAGE;Vegetables;4.15;4;2.5;0.1;0.0184;1.5;32;0;0.02;1;0.24;11;0.584;31;270;0.05;10;3.7;0.13;1.26;0;48.3;0;0.05;0.14;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
322;CAULIFLOWER;Vegetables;2.35;2.2;2.2;0.21;0.0473;2;28;0;0.03;1;0.49;16;1.184;44;330;0.058;10;3.4;0.1;0.93;0;51.8;0;0.09;0.25;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
324;BROCCOLI;Vegetables;1.64;1.49;3.5;0.53;0.0661;3.9;30;0;0.05;1;0.69;20;1.451;81;390;0.2;10;13;0.1;85.95;0;65.1;0;0.68;0.54;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
326;KALE;Vegetables;1.75;1.6;6.7;0.82;0.0992;2.7;240;0;0.03;1;0.73;30;1;52;470;0.35;10;4.1;0.12;765.76;0;65.8;0;5.4;0.26;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
327;BRUSSELS SPROUT;Vegetables;3.87;3.72;4.4;0.1;0.0182;3.6;26;0;0.04;1;0.38;24;0.7;66;520;0.16;10;14;0.11;35.81;0;108;0;0.4;0.27;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
329;KOHLRABI;Vegetables;4.74;4.59;1.9;0.1;0.0182;1.9;18;0;0.02;1;0.13;18;0.4;38;330;0.06;10;20;0.06;1.992;0;52.1;0;0.48;0.15;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
330;LETTUCE;Vegetables;0.98;0.98;1;0.2;0.0253;1.12;56;0;0.05;1;0.7;21;0.567;40;360;0.07;0.2;23;0.06;81.63;0;4.5;0;0.63;0.5;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
331;ICEBERG LETTUCE;Vegetables;0.98;0.98;1.2;0.2;0.0253;1.12;56;0;0.05;1;0.7;21;0.567;40;360;0.08;0.2;21;0.04;6.15;0;7;0;0.63;0.5;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
333;PARSLEY;Vegetables;1.1;0.8;8;0.2;0.0253;1.38;135;0;0.16;6;2.9;44;2.635;70;770;0.3;0.2;34;0.05;468.72;0;200;0;3.58;1.5;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
335;ONION;Vegetables;4.8;4.8;1.7;0.1;0.0201;1.25;33;2.1;0.06;1;0.5;11;0.4;40;220;0.02;0.5;3.7;0.03;0.57;0;10.2;0;0.04;0.4;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
336;ONION, DRIED;Vegetables;35.1;35.1;35;0.7;0.1436;10.5;216;12.5;0.392;0;3.27;72;2.9;262;1440;0.15;3.571;66.9;0.23;4.091;0;40;0;0.286;2.618;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
337;LEEK;Vegetables;2.4;2.4;2.1;0.2;0.0303;1.81;32;0;0.05;1;0.6;15;0.901;50;320;0.02;0.4;6.5;0.15;83.37;0;25;0;0.34;0.4;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
338;RHUBARB;Vegetables;5.5;5.5;1.4;0.1;0.0117;0.69;75;0;0.03;1;0.1;9;0.484;17;320;0.03;0.2;1.2;0.01;5.05;0;5;0;0.25;0.2;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
339;CELERY;Vegetables;1.1;1.1;1;0.2;0.0507;1.12;45;0;0.041;0;0.29;15;0.684;37;150;0.04;0.4;106.9;0.03;243.49;0;6;0;0.27;0.18;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
340;ASPARAGUS, CANNED;Vegetables;1.2;1.2;1.5;0.2;0.0337;1.25;14;0;0.06;4;0.3;9;1.305;30;130;0.17;1;450;0.16;2.656;0;33;0;0.3;0.4;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
342;MUSHROOM, BOLETUS, RUSSULA;Vegetables;2.9;2;1.9;0.5;0.04;2.98;5;0;0.25;1;2.7;9;7.229;72;340;0.4;14.1;2.8;0.1;0;0;5;4.36;0;0.65;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
343;MUSHROOM, MILK CAPS, SALTED;Vegetables;2.3;0.8;1.5;0.5;0.0498;1.56;5;0;0.15;3;2.7;9;5.714;72;340;0.4;36;983;0.1;0;0;2;5.28;0;0.66;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
344;MUSHROOM IN VINEGAR;Vegetables;5.3;5.1;2.4;0.5;0.0443;1.56;4.8;0;0.323;2.83;2.565;8.55;5.143;68.4;323;0.38;32.033;983;0.1;0;0;1.9;4.696;0;0.95;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
345;CHAMPIGNON, FRESH;Vegetables;0.3;0.1;1.5;0.23;0.03;2.1;1.9;0;0.22;1;0.37;10;6.051;98;364;0.42;11;3.2;0.1;0;0.06;1.3;0.21;0;0.51;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
346;CUCUMBER;Vegetables;1.4;1.4;0.7;0.1;0.0182;0.65;14.7;0;0.027;1;0.18;8.77;0.367;29.3;221.8;0.09;0.5;2.4;0.04;11.25;0;8;0;0.04;0.09;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
347;CUCUMBER, PICKLED CUCUMBER, WITHOUT ADDED SUGAR;Vegetables;1.26;1.26;1.1;0.1;0.0164;0.69;15;0;0.06;1;0.5;9;0.3;20;140;0.09;0.454;698.85;0.04;10.122;0;6;0;0.036;0.2;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
348;PICKLED CUCUMBER, SWEET, FLAVOURED;Vegetables;3;3;1.8;0.1;0.0154;0.69;15;0;0.057;1;0.49;9.5;0.3;19;140;0.09;0.448;910;0.04;14.93;0;8;0;0.034;0.18;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
351;SALAD, PICKLED PUMPKIN;Vegetables;17;16;1.7;0.2;0.034;0.69;20;0;0.04;1;0.3;7;0.256;20;12;0.24;0.1;17;0.2;121.01;0;25.8;0;0.774;0.1;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
352;TOMATO;Vegetables;3.45;3.35;1.4;0.3;0.0363;0.55;8.64;0.3;0.033;1;0.19;8.27;0.85;25.9;237.1;0.04;0.5;2.2;0.06;66.76;0;14.1;0;0.66;0.09;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
353;TOMATO KETCHUP;Spices;19.2;19.2;1.2;0.4;0.0349;1.25;28;0.37;0.15;45;1;18;0.867;40;400;0.16;0.6;1020;0.24;425.964;0;8;0;2.26;0.2;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
354;TOMATO PUREE;Vegetables;7.95;7.75;1;0.452;0.0548;4.5;11.3;0;0.063;12.85;0.363;13.75;4.018;37.5;362.5;0.05;0.756;200;0.09;10.992;0;33;0;0.995;0.275;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
355;SWEET PEPPER, AVERAGE;Vegetables;4.22;4.2;1.9;0.4;0.0635;0.94;8.6;0;0.014;1;0.52;13.6;1.14;27;242;0.078;0.16;3.5;0.028;154.19;0;184.8;0;2.16;0.1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
356;MIXED VEGETABLES, CARROT, CAULIFLOWER, PEA, BEAN;Vegetables;2.9;1.9;2.2;0.2;0.0774;2.27;13;0;0.05;1;0.7;12;1.721;40;120;0.08;2.019;6.5;0.08;358.68;0;42;0;0.29;0.4;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
358;VEGETABLE JUICE;Vegetables;6.8;6.5;0;0.2;0.035;0.59;19;0;0;1;0;4;0.884;12;100;0.06;0.348;360;0.06;420.44;0;32;0;0.51;0.1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
359;CHINESE CABBAGE;Vegetables;1.61;1.46;1.1;0.1;0.0206;1.2;33;0.1;0.02;0;0.27;9.6;0.6;36;290;0.04;10;11;0.03;1.26;0;15.5;0;0.24;0.19;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
360;SWISS CHARD;Vegetables;1.5;1.5;1.4;0.3;0.0398;1.38;88;0;0.11;1;1.3;59;0.4;30;470;0.16;0.9;118.5;0.1;304.568;0;39;0;1.89;0.9;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
362;AUBERGINE;Vegetables;3.1;2.9;2.5;0.2;0.027;0.5;7;0;0;0;0.27;14;0.9;22;217;0.03;0;2;0.04;2.573;0;5;0;0.09;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
363;SWEET CORN KERNELS;Vegetables;25.6;3.6;3.7;1.36;0.1869;2.81;2;0;0;0;0.52;37;2.651;89;270;0.08;0.4;3;0.15;6.95;0;12;0;0.08;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
364;GARDEN CRESS;Vegetables;0.7;0.6;3.3;1.4;0.0253;1.38;70;0;0;0;1;40;1;35;150;0.19;0.9;14;0.15;215.8;0;59;0;0.7;0.7;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
367;CHANTERELLE;Vegetables;1.541;1.441;3.22;0.692;0.0374;1.957;3.6;0;0.4;1;0.85;10;4.433;50;450;0.12;18;2;0.045;110.34;0;0.25;5.77;0;0.77;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
368;FALSE MOREL;Vegetables;0.5;0.3;3.22;0.692;0.0374;1.81;3.6;0;0.48;1;0.85;0.14;4.433;50;450;0.12;39;2;0.045;0;0;0.25;5.77;0;0.73;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
370;PEA, GREEN;Pulses and nuts;9.495;5.308;3.1;0.787;0.1628;5.623;31;0;0.22;1;2;40;3.385;130;370;0.046;0.6;2;0.25;31.13;0;20;0;0.03;1.3;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
371;PEA, GREEN, DRIED;Pulses and nuts;27.166;2.766;20;1.64;0.1329;19.4;64;0;0.64;15;4.8;110;6.161;362;918;0.071;2.143;1;0.62;111.19;0;0;0;0.06;2.9;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
372;BEAN, GREEN BEAN, STRING BEAN;Pulses and nuts;4.754;3.108;2.4;0.262;0.0627;2.052;48;0;0.07;1;0.7;22;1.151;40;320;0.057;2.5;2;0.11;16.23;0;20;0;0.13;0.4;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
373;BEAN, COMMON BEAN, BROWN BEAN, WHITE BEAN, AVERAGE;Pulses and nuts;39.5;2.8;21.6;1.5;0.2;22.19;139.5;0;0;0;5.25;157.5;6.008;422.5;1285;0.2;21.3;5;0.55;14.94;0;0;0;0.34;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
375;NUT, HAZELNUT;Pulses and nuts;3.4;3.4;17.5;61;4.5307;14.1;138;0;1.4;5;3.6;157;4.607;310;650;0.13;2;1;0.45;1.04;0;0;0;15.03;2;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
376;NUT, WALNUT;Pulses and nuts;3.2;2.6;6.7;65.21;6.126;15.23;140;0;1.4;5;3.6;160;4.507;310;650;0.13;19;1;0.5;1;0;3;0;0.7;2;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
377;CHESTNUT;Pulses and nuts;36.6;7;6.8;2.2;0.3;3.38;140;0;1.4;5;3.6;33;1.001;310;650;0.22;0;0.6;0.26;1.49;0;30;0;0.5;2;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
378;NUT, PEANUT;Pulses and nuts;12.5;6.2;8.5;43;6.2596;25.6;78;0;0.86;5;2.9;180;17.975;330;670;0.12;3;1;0.9;0.17;0;0;0;10.89;3.1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
379;ALMOND;Pulses and nuts;6.6;6.6;12.5;51.24;4.0753;24.06;276;0;0.78;5;5.2;278;7.958;490;740;0.7;4;1;0.25;0.25;0;0.5;0;26.44;3.3;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
380;FLOUR, SOYA FLOUR, FULL FAT;Pulses and nuts;23.51;11.21;11.9;23.5;3.3;34.54;213;0;2.92;5;6.9;240;10.016;600;1660;0.28;9;9;0.75;1.99;0;0;0;1.5;3.9;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
381;FLOUR, SOYA FLOUR, LOW-FAT;Pulses and nuts;28.4;13.6;14.4;7.2;1;45.3;240;0;3.12;5;9.1;290;13.806;640;2030;0.29;11;14;0.9;1.99;0;0;0;0.19;3.2;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
382;COCONUT FLAKE;Pulses and nuts;6.4;6.4;16.3;64.53;57.216;8.13;20;0;0.5;2;3;70;1.619;150;600;0.03;1;37;0.04;0;0;0;0;1.21;0.9;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
383;NUT, PEANUT, SALT;Pulses and nuts;12.693;6.693;8.5;43;6.5608;25.6;74.3;0;0;0;2.1;180;16.392;401;674;0.13;2.92;774.97;0.32;0.16;0;0;0;10.624;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
384;BEANSPROUTS AND ALFALFA SPROUTS, AVERAGE;Vegetables;2.6;0.8;1.5;0.7;0.1;4;20;0;0.1605;0;1.6;27;1.118;62;79;0.19;1;6;0.2;3.15;0;32.1;0;0.06;0.9;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
385;SESAME SEED, WITH HULL;Pulses and nuts;0.9;0.4;12.3;54.8;6.7791;23.5;960.2;0;1.67;0;9.072;110;10.727;715;825;0.18;49.1;26;1.47;0.41;0;0;0;0;6.27;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
386;SWEET PEPPER, RED;Vegetables;4.5;4.5;1.9;0.3;0.027;0.94;9;0;0.01;1;0.6;14;1.5;30;290;0.12;0.2;3.5;0.04;243.81;0;184.8;0;2.16;0.1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
387;SWEET PEPPER, GREEN;Vegetables;2.5;2.4;1.9;0.3;0.027;0.94;8;0;0.02;1;0.4;10;0.3;19;120;0.01;0;4;0.01;20.73;0;120;0;2.16;0.1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
388;SWEET PEPPER, YELLOW;Vegetables;5.1;5.1;2;0.2;0.027;0.94;8;0;0.02;1;0.4;16;0.9;26;220;0.02;0.2;4;0.01;18.77;0;204.9;0;2.16;0.1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
389;ZUCCHINI, SUMMER SQUASH;Vegetables;2.5;2.5;0.7;0.4;0.0182;0.65;15;0;0.027;1;0.8;22;0.367;45;360;0.02;0.5;2.4;0.12;3.32;0;21;0;0.04;0.3;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
390;TOMATO JUICE, UNSWEETENED;Vegetables;3.35;3.35;1.4;0.3;0.0363;0.55;8.64;0.1;0.033;1;0.19;8.27;0.85;25.9;237.1;0.04;0.5;360;0.06;29.56;0;14.1;0;0.66;0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;SOYA BEANS, DRIED;Pulses and nuts;10.3;5.5;15.7;17.7;2.7;35.88;163;0;1.55;6;8.4;225;9.715;467;1730;0.31;19;5;1.1;1.079;0;0;0;0.85;1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
393;GARLIC;Vegetables;16.3;1.6;2.1;0.6;0.089;7.9;18;2.1;0;2.7;1.5;8;2.204;153;620;0.03;2;0;0.13;0.415;0;17;0;0.08;0.9;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
394;SALAD, SWEET PICKLE RELISH;Vegetables;15.878;15.878;0.421;0.059;0.0105;0.39;11.58;0.02;0.0193;41.32;0.133;5.614;0.221;17.9;127.96;0.051;0.375;620.82;0.0227;8.631;0;6.35;0;0.044;0.057;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
395;BEAN, WHITE BEAN, BOILED;Pulses and nuts;14;1.5;7;0.8;0.076;8.3;81.66;0;0.202;0;1.89;48.91;2.37;147.9;365;0.05;0.39;5;0.12;39.96;0;0;0;0.129;0.81;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;1;1
398;TOMATOES, CRUSHED, CANNED;Vegetables;3.45;3.35;1.9;0.2;0.0363;0.55;8.64;0.3;0.033;1;0.19;8.27;0.85;25.9;237.1;0.04;0.5;39;0.06;30.18;0;14.1;0;0.66;0.09;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
401;APPLE, DRIED;Fruits;60.2;60.2;8.7;0.32;0.0933;1.04;38;0;0.24;0;1.1;32;0.8;54;750;0.159;0.278;6.1;0;1;0;3.9;0;0.53;0.17;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
408;APRICOT, CANNED, IN SYRUP;Fruits;16;16;1.3;0.1;0.0166;1.02;31;0;0.05;1;0.43;8.8;0.36;11;160;0.02;0.2;7.2;0.02;51.96;0;4;0;0.576;0.33;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0;1
409;APRICOT, DRIED;Fruits;43.4;43.4;7.3;0.51;0.0907;5.19;98.3;0;0.159;0;1.363;27.9;3.034;34.9;507.2;0.1;0.5;16.7;0.01;230.69;0;1;0;6.24;1.046;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
411;PEACH, CANNED, IN SYRUP;Fruits;15.2;15.2;0.8;0.1;0.0217;0.31;2;0;0.04;1;0.3;6;0.633;10;100;0.02;0.45;1.5;0.01;11.72;0;3;0;1.95;0.3;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1
412;PEACH, DRIED;Fruits;52.9;52.9;11.6;1.03;0.1118;5.85;62;0;0.63;0;3.5;50;1.684;151;1229;0.212;0.5;13.7;0.002;54.536;0;4.8;0;5.647;0.1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
417;PINEAPPLE, CANNED, IN SYRUP;Fruits;16.6;16.6;1.2;0.1;0.018;0.5;20;0;0.09;1;0.3;17;0.367;17;120;0.02;0;2.1;0.07;1.58;0;9;0;0.04;0.1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1
423;GRAPE, AVERAGE, GREEN OR RED, SEEDLESS;Fruits;15.5;15.5;1.1;0.4;0.0159;0.6;9.58;0;0.07;1;1;7.2;0.372;23.9;201.8;0.04;0.5;5;0.05;2.7;0;4.8;0;0.63;0.07;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
427;MIXED FRUIT, DRIED;Fruits;43.86;43.86;8.23;0.8;0.0332;3.48;59;0;0.3;0;1.7;48;1.733;74;790;0.1;0.456;9.4;0.05;79.01;0;5;0;2.858;2.3;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
428;RAISIN;Fruits;60.1;60.1;9.7;0.5;0.0386;2.22;54;0;0.32;3;2.4;30;0.684;90;650;0.12;1.852;5.5;0.16;0;0;0.5;0;0.32;0.3;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
432;FRUIT COCKTAIL, IN SYRUP;Fruits;19.2;19.2;1.1;0.4;0.0188;0.78;7.3;0;0.12;3;0.41;6.7;0.436;12;89;0.06;0.217;4.1;0.06;21.73;0;18;0;0.85;0.38;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1
433;APPLE JUICE, UNSWEETENED, VITAMIN C;Fruits;10.7;10.7;0;0.5;0.075;0.16;9;0;0.0057;1;0.1;5;3.544;6;110;0.03;0.2;3.6;0.04;0;0;30;0;0;0.04;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
434;ORANGE JUICE, UNSWEETENED, VITAMIN C;Fruits;10;10;0;0.14;0.0263;0.56;10;0.2;0.02;1;0.1;9;0.534;16;190;0.02;0.05;3.8;0.07;0.75;0;36;0;0.16;0.04;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
435;GRAPEFRUIT JUICE, UNSWEETENED, VITAMIN C;Fruits;9;9;0;0.2;0.013;0.63;9.9;0;0.022;1;0.13;10;0.386;16;190;0.02;0.1;14;0.03;0.66;0;34;0;0.32;0.04;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
436;FRUIT JUICE, UNSWEETENED, VITAMIN C, AVERAGE;Fruits;10.245;10.245;0;0.266;0.0433;0.17;9.65;0.2;0.015;1;0.1;7.6;1.587;12.5;162;0.023;0.102;3.73;0.0595;0.47;0;33.9;0;0.104;0.04;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
437;LEMON JUICE, UNSWEETENED, DILUTED;Fruits;1.6;1.6;0;0;0;0.2;5;0;0;0.5;0.05;3.5;0.05;4;65;0;0.525;1;0.05;0.14;0;22;0;0.1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
438;PINEAPPLE JUICE, UNSWEETENED, VITAMIN C;Fruits;13.4;13.4;0;0.1;0;0.5;20;0;0.09;1;0.3;17;0.589;20;120;0.02;0.6;4.1;0.05;4.98;0;30;0;0.02;0.1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
440;LINGONBERRY, COWBERRY;Fruits;8.858;8.165;2.6;0.657;0.0254;0.531;22;0;0.07;1;0.4;9;0.634;17;80;0.005;0.1;2;0.063;0.76;0;10.7;0;1.53;0.2;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
441;CRANBERRY;Fruits;4.6;4.45;3.5;0.1;0.0064;0.4;9.7;0;0.03;1;0.11;5.8;0.234;7.5;69;0.07;10;0.4;0.05;1.79;0;20.1;0;0.94;0.1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
442;BLUEBERRY, BILBERRY;Fruits;10.182;8.391;3.3;1.059;0.0406;0.821;19;0;0.08;1;0.6;9;0.567;20;110;0.014;0.1;2;0.133;3.92;0;7.16;0;1.85;0.15;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
444;BLACKCURRANT;Fruits;9.716;8.575;5.8;1.089;0.0365;1.384;72;0;0.088;1;1.2;24;0.517;58;340;0.017;0.1;2;0.042;8.2;0;128;0;2.23;0.31;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
445;REDCURRANT;Fruits;7.5;7.5;5;0.4;0.0261;1.44;40;0;0.071;1;0.79;14;0.55;47;310;0.07;0.1;0.6;0.05;2.05;0;30;0;0.82;0.2;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
446;GOOSEBERRY;Fruits;5.4;5.4;3.4;0.4;0.0246;0.88;29;0;0.05;1;0.4;10;0.45;25;200;0.07;0.1;0.2;0.05;7.287;0;30;0;0.73;0.1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
447;STRAWBERRY;Fruits;7.656;7.024;1.9;0.313;0.0291;0.529;21;0;0.06;1;0.5;15;0.717;30;190;0.023;0.102;2;0.034;0.95;0;45.6;0;0.56;0.1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
448;RASPBERRY;Fruits;5.715;5.294;3.7;0.789;0.0328;1.015;35;0;0.12;1;1.1;25;0.717;37;220;0.024;0.1;2;0.029;1.09;0;20.5;0;0.88;0.4;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
449;CLOUDBERRY;Fruits;6.846;5.812;6.3;1.057;0.0344;1.474;16;0;0.08;1;0.7;29;0.801;36;170;0.023;0.1;2;0.072;14.43;0;61.6;0;2.95;0.6;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1
450;MIXED BERRY JAM;Sugar and confectionery;38;37.5;1.3;0.1;0.0122;0.34;6;0;0.04;1;0.3;12;0.249;9;670;0.03;0.295;34;0.02;1.083;0;2;0;0.49;0.1;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
451;BERRY JUICE, SWEETENED, UNDILUTED, HOME-MADE;Fruits;48.2;48.2;0;0.6;0.18;0.94;28.2;0;0;0;0.528;9.55;0.253;26.3;163.5;0.02;0.3;0.7;0.01;2.43;0;2;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
452;BLACKCURRANT JUICE, SWEETENED, UNDILUTED, HOME-MADE;Fruits;42;42;0;0;0.0182;0.84;36.2;0;0;0;0.63;12.05;0.247;29.1;171;0.02;0.3;24;0.01;3.9;0;30;0;0.01;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
453;BERRY JUICE, UNSWEETENED, UNDILUTED, HOME-MADE;Fruits;7.8;7.8;0;0;0.0156;0.63;29.5;0;0;0;0.498;9.5;0.253;26.3;162.5;0.02;0.075;1.15;0.01;2.43;0;2;0;0.724;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
454;BERRY, AVERAGE;Fruits;7.2;7.2;3.5;0.6;0.0305;0.85;37;0;0.09;1;0.9;18;0.624;40;234;0.07;0.101;0.5;0.04;2.708;0;44;0;1.226;0.3;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1
455;SEA BUCKTHORN BERRY;Fruits;2.24;2.09;3.6;3.22;0.798;1.5;4.6;0;0.04;0;0.14;4.7;0.26;20;160;0.07;10;2.2;0.18;71.38;0;140;0;3.05;0.13;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1
456;BERRY MARMALADE;Sugar and confectionery;46.6;46.6;0.9;0.1;0.0153;0.68;24;0;0.04;1;0.3;2;0.3;2;40;0.03;0.3;13.9;0.02;1.65;0;3;0;0.595;0.03;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
457;ROWANBERRY, SORBUS;Fruits;4.25;4.1;6.5;1.18;0.0406;1.1;53;0;0.07;1;0.53;26;0.634;38;260;0.005;10;1.2;0.063;8.134;0;59.7;0;0.489;0.19;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1
458;JUICE DRINK, BLACKCURRANT-LINGONBERRY, CONTAINS SUGAR;Fruits;17.3;17.3;0;0.3;0;0.05;9;0;0.02;0;0.4;7;0.04;10;135;0.02;0.09;1;0.4;0.31;0;2;0;0.131;0.04;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
