Id;Food;Category;Carbohydrates;Sugars;Dietary fiber;Fats;Saturated fat;Protein;Calcium;Cholesterol;Copper;Iodine;Iron;Magnesium;Niacin;Phosphorus;Potassium;Riboflavin (B2);Selenium;Sodium;Thiamin (B1);Vitamin A;Vitamin B12;Vitamin C;Vitamin D;Vitamin E;Zinc;Artificially sweetened;Cholesterol-free;Egg-free;Fat-free;Fructose-sweetened;Gluten-free;High-fibre;Lacto-ovo-vegetarian;Lactose-free;Lacto-vegetarian;Milk-free;No added salt;No additives;No colouring agents;No preservatives;Soy-free;Sugar-free;Unsweetened;Vegan
31252;RICE CAKE;Cereals;71.136;1.346;7.378;2.911;0.5653;7.92;11.66;0;0.3003;5;3.59;110.09;5.893;249.5;259.33;0.03;22.931;122.08;0.0498;0;0;0;0;0.628;1.595;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
31253;RICE CAKE WITH CORN;Cereals;73.636;1.204;6.278;2.605;0.4853;7.45;9.86;0;0.2687;4;3.052;91.69;5.369;211.5;225.33;0.036;19.931;121.08;0.0547;2.134;0;0;0;0.532;1.349;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
31254;CHOCOLATE RAISIN;Fruits;55.777;55.777;6.298;14.15;7.1769;5.54;199.32;2.56;134.5856;18.12;2.232;42.6;1.476;178.2;566;0.275;2.754;52.33;0.1222;43.604;0;0.29;0;0.387;0.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31256;FRESH PASTA, CONTAINS EGG;Cereals;54.034;0.89;2.555;2.3;0.315;9.1;20.43;18.03;0.1317;9.48;0.747;23.657;2.421;96.2;120.27;0.055;8.96;509.55;0.0642;13.421;0.13;0;0.11;0.532;0.655;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0
31457;LINGONBERRY JAM;Sugar and confectionery;33.513;33.236;1.04;0.263;0.0102;0.21;9.82;0;0.031;1.9;0.178;3.63;0.254;6.8;32.6;0.002;0.205;1.13;0.0252;0.304;0;4.28;0;0.612;0.083;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
31459;APPLE JAM;Sugar and confectionery;42.046;42.011;0.626;0.035;0.0058;0.07;2.35;0;0.0185;2.35;0.055;1.518;0.061;3.2;40.45;0.005;0.223;0.57;0.0056;0.889;0;2.09;0;0.084;0.011;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
31482;MACARONI, PASTA, CONTAINS EGG;Cereals;49.178;0.976;9.702;3.565;0.7779;12.28;36.59;64.8;0.4348;15.31;3.016;113.22;7.891;429;355.27;0.161;11.333;23.78;0.3434;47.367;0.45;0;0.396;1.546;3.455;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0
31487;MILK POWDER, FAT-FREE MILK, LOW-LACTOSE, 5 UG ADDED VITAMIN D;Milk;52;52;0;1;0.6352;32.44;1360;16.5;0.099;150;0.45;126;9.751;980;1710;2.18;20;560;0.34;5.74;2.6;6;5;0.01;4.74;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
31488;MILK POWDER, FAT-FREE MILK, LACTOSE-FREE, 5 UG ADDED VITAMIN D;Milk;40;40;0;1;0.6352;47;1360;16.5;0.099;150;0.45;126;9.751;980;1710;2.18;20;560;0.34;5.74;2.6;6;5;0.01;4.74;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
31496;MILK POWDER, FAT-FREE MILK, 5 UG ADDED VITAMIN D;Milk;52.9;52.9;0;1;0.6352;32.44;1360;16.5;0.099;150;0.45;126;9.751;980;1710;2.18;20;560;0.34;5.74;2.6;6;5;0.01;4.74;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
31497;MILK POWDER, FAT-FREE MILK, LOW-LACTOSE;Milk;52;52;0;1;0.6352;32.44;1360;16.5;0.099;150;0.45;126;9.751;980;1710;2.18;20;560;0.34;5.74;2.6;6;0.01;0.01;4.74;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
31498;MILK POWDER, FAT-FREE MILK, LACTOSE-FREE;Milk;40;40;0;1;0.6352;47;1360;16.5;0.099;150;0.45;126;9.751;980;1710;2.18;20;560;0.34;5.74;2.6;6;0.01;0.01;4.74;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
31504;BLENDED SPREAD 70%;Fat;0.46;0.46;0;70.06;31.3574;0.56;17.9;63.85;0.0095;1.96;0.149;3.43;0.078;18.8;16.28;0.019;0.321;500;0.0017;1000;0.02;0.05;8;5.232;0.055;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
31505;BLENDED SPREAD 75%, LACTOSE-FREE;Fat;0.5;0.5;0;75;37.4385;1.11;24;130;0.011;4;0.18;2.6;0.1;34;18;0;0.5;470;0;474.38;0;0;10;5.23;0.08;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0
31506;BLENDED SPREAD 40%, LOW-LACTOSE;Fat;2.19;2.19;0;40.81;17.182;4.05;113.23;48;0.0156;7.56;0.06;7.54;0.388;48.5;145.94;0.095;1.322;500;0.016;210;0;0.48;10;3.853;0.234;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
31508;FAT BLEND 80%, COOKING LIQUID, AVERAGE;Fat;0.263;0.263;0;80.229;10.5269;0.33;11.03;18.17;0.0037;1.02;0.018;1.675;0.057;8.4;10.99;0.013;0.148;305.92;0.0017;118.035;0;0.03;20;15;0.031;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
31511;YOGHURT, FLAVOURED, 4% FAT, LACTOSE-FREE;Milk;12.725;12.721;0.15;4.261;2.8446;2.99;105.2;9.32;0.0124;11.93;0.068;9.859;0.694;70;150.23;0.148;2.16;39.18;0.0281;37.742;0.3;2.21;0.024;0.189;0.345;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
31518;ICE CREAM, YOGHURT BASED, 9% FAT;Milk;21.652;21.526;0.327;9.424;6.2001;1.89;79.36;21.55;0.0175;9.46;0.129;10.676;0.585;68.3;277.89;0.131;1.729;38.72;0.0258;82.247;0.13;0.96;0.056;0.298;0.334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31525;SOY PRODUCT, ALPRO NATURAL, SOURED, PLAIN, ADDED VITAMIN AND CALCIUM;Pulses and nuts;2.104;2.104;1;2.3;0.297;4;120;0;0.1711;0.74;0.925;24.919;1.069;51.5;190.37;0.034;2.141;40;0.121;0.119;0.38;0;0.75;0.094;0.11;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
31530;BUTTER LACTOSE-FREE;Fat;0.8;0.8;0;81.3;52.78;1.19;24;178;0.011;3;0.18;2.6;0.1;34;18;0.03;0.5;400;0;706.31;0;0;0.325;1.51;0.08;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0
31532;FLOUR MIXTURE, NATURALLY GLUTEN-FREE, DARK;Cereals;70.275;0.913;8.842;0.84;0.3772;5.87;10.23;0;0.2558;6.85;2.4;81.14;4.334;188.5;208.4;0.04;15.07;4.2;0.0898;1.921;0;0;0;0.404;1.203;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
31534;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK, WITH ADDED VITAMINS;Cereals;85;8;0;0.21;0.0826;4.5;150;2.14;0.013;19.55;6.5;16.381;4;127.4;222.32;0.4;2.605;0.5;0.4;0.746;0.34;0.78;0.001;0.001;0.616;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
31536;FISH FINGERS, SALMON, FROZEN;Fish;13.62;0.068;0.8;9.25;1.784;14.22;99.56;39.38;0.0686;20.04;0.505;23.07;9.483;207.3;333.38;0.074;11.198;348.41;0.0868;16.458;3.66;0;5.717;1.414;0.488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31537;PASTA, WHOLEGRAIN RICE FLOUR, NATURALLY GLUTEN-FREE;Cereals;71.35;1.35;7.4;2.92;0.567;7.94;11;0;0.3;5;3.6;110;5.911;250;260;0.03;23;6;0.05;0;0;0;0;0.63;1.6;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
31538;APRICOT PUREE, UNSWEETENED, WITH ADDED VITAMIN C;Fruits;11.79;10.07;1.805;0.107;0.025;1.01;29.74;0;0.0475;0.95;0.415;8.44;0.494;10.7;152.14;0.038;0.951;1.95;0.0285;57.2;0;30;0;0.912;0.314;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
31539;BERRY PUREE, UNSWEETENED, ADDED VITAMIN C;Fruits;9.2;5.76;2.8;0.504;0.0244;0.7;30.48;0;0.072;0.8;0.732;14.56;0.499;32.6;187.48;0.045;0.089;0.6;0.024;1.95;0;30;0;0.981;0.24;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
31544;FLOUR MIXTURE, NATURALLY GLUTEN-FREE;Cereals;73.52;1.141;7.952;0.91;0.1819;4.98;9.29;0;0.1862;9.65;1.452;50;2.577;115.9;137.8;0.044;7.43;2.54;0.0971;4.268;0;0;0;0.177;0.694;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
31545;TOMATO KETCHUP, REDUCED SALT AND SUGAR;Spices;15.113;10.3;1.586;0.2;0.0303;0.48;11.24;0.25;0.0339;1.28;0.188;9.236;0.711;23.5;199.08;0.033;0.455;613.13;0.0501;25.2;0;11.77;0;0.551;0.076;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
31550;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH AND MILK POWDER;Cereals;91;12.93;0;0.15;0.0953;4.87;204.02;2.48;0.0154;22.75;0.071;18.905;1.463;147;256.6;0.327;3.025;84.01;0.051;0.861;0.39;0.9;0.002;0.002;0.711;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
31553;MILK, 1.5% FAT, LACTOSE-FREE, WITHOUT ADDED VITAMIN D, ORGANIC;Milk;3.1;3.1;0;1.5;1.0492;3;120;6.4;0.009;15;0.05;11;0.841;90;150;0.185;2.75;41;0.035;17.02;0.4;1.1;0.035;0.03;0.41;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
31675;PASTA, SPAGHETTI, MACARONI, NATURALLY GLUTEN-FREE;Cereals;75.29;2.465;2.686;1.663;0.2011;7.96;52.16;0;0.544;5.95;1.796;56.02;2.412;146.8;360.09;0.049;2.04;13.87;0.153;0.338;0;0;0;0.032;0.578;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1
31677;PASTA, SPAGHETTI, NATURALLY GLUTEN-FREE, CONTAINS EGG;Cereals;70.464;0.054;0;2.177;0.4538;2.57;19.56;64.8;0.009;7.61;0.519;7.38;0.678;59.5;29.25;0.067;5.94;27.3;0.0208;47.367;0.45;0;0.396;0.337;0.252;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;1;0
31679;PASTA, RICH IN FIBER, NATURALLY GLUTEN-FREE;Cereals;71.54;2.866;6.4;1.673;0.2239;8.38;54.86;0;0.5792;7.5;1.857;59.92;2.567;161.2;382.55;0.052;2.2;21.76;0.162;0.358;0;0;0;0.034;0.62;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1
31683;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH, WITH ADDED VITAMINS;Cereals;99.995;4.995;0;0;0;0;0.02;0;0.0005;0.25;6.5;0.005;4;0;0.1;0.4;0.025;0.01;0.4;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1
31692;FLOUR, BREADCRUMBS, NATURALLY GLUTEN-FREE;Cereals;43.868;2.936;2.283;2.708;0.4743;2.16;13.62;0.07;0.0747;1.27;0.543;10.46;0.841;32.5;44.26;0.005;3.662;311.76;0.0171;0.173;0;0;0;0.327;0.335;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;1
31888;MILK, 0% FAT, VALIO PLUS, 2 UG ADDED VITAMIN D;Milk;4.9;4.9;0;0.1;0.0683;5;180;1;0.01;13.75;0.04;12;1.319;90;160;0.2;2.75;44;0.034;0.79;0.7;1.23;2;0.001;0.43;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
31891;MILK, 3.5% FAT, LOW-LACTOSE, 1 UG ADDED VITAMIN D;Milk;4.8;4.8;0;3.5;2.2276;3;124;11;0.009;15;0.06;11;0.841;90;160;0.184;2.89;44;0.033;28.56;0.4;0.97;1;0.065;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31894;MILK, COFFEE MILK 2% FAT, LACTOSE-FREE, 1 UG ADDED VITAMIN D;Milk;4.8;4.8;0;1.98;1.3304;3.62;133.39;7.64;0.0099;13.62;0.053;10.99;0.832;89.3;168.08;0.183;2.757;46.93;0.0342;16.636;0.4;1.06;1;0.038;0.413;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
31900;SOUR MILK, FAT-FREE, LACTOSE-FREE, 1 UG VITAMIN D;Milk;2.8;2.8;0;0.1;0.0683;3.06;121;5;0.01;13.75;0.04;12;0.868;90;160;0.186;2.75;44;0.034;5.1;0.4;1.23;1;0.02;0.43;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
31956;QUARK, FLAVOURED, FAT-FREE, ARTIFICIALLY SWEETENED;Milk;4.859;3.042;0.315;0.354;0.0952;8.58;92.96;4.26;0.0269;12.89;0.124;10.82;2.049;135.3;149.8;0.176;2.892;72.21;0.0378;1.327;0.44;4.73;0.014;0.117;0.438;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0
31959;COOKING CREAM, CHEESE FLAVOUR, 10% FAT, LOW-LACTOSE;Milk;4.142;3.712;0;9.984;7.0009;4.05;110;27.41;0.0118;9.63;0.059;10.04;1.064;111.4;104.13;0.155;3.406;55.72;0.0248;95.916;0.32;0.74;0.063;0.238;0.484;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
31966;CREAM, VEGETABLE FAT, 26% FAT, FLORA;Milk;4.481;3.621;0;26.001;8.1175;1.74;68.53;3.65;0.0072;7.89;0.042;6.803;0.464;50.5;90.6;0.1;1.379;54.05;0.0188;5.053;0.2;0.64;0.005;3.107;0.241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31968;ICE CREAM, CREAM BASED, LACTOSE-FREE;Milk;17.32;17.32;0;11;7.2852;3.94;146;30;0.009;17;0.07;14;0.952;120;190;0.23;3.5;44;0.04;112.33;0.5;1.3;0.07;0.46;0.53;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0
31969;ICE CREAM, CREAM BASED, LOW-LACTOSE;Milk;17.32;17.32;0;11;7.2852;3.94;146;30;0.009;17;0.07;14;0.952;120;190;0.23;3.5;44;0.04;112.33;0.5;1.3;0.07;0.46;0.53;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
31970;ICE CREAM WITH BISCUIT, CREAM BASED, PUFFET;Milk;38.489;26.092;0.931;10.546;5.3698;4.68;98.34;19.3;0.0367;13.35;0.329;19.968;1.191;103.9;187.19;0.158;4.011;106.39;0.0392;71.952;0.32;0.83;0.045;0.813;0.553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31971;ICE CREAM, LIGHT, 4,5% FAT;Milk;21.04;17.984;0;4.495;3.1813;3.47;115.05;9.95;0.0111;12.02;0.051;9.179;0.647;69;151.73;0.141;2.203;43.73;0.0256;39.525;0.3;0.92;0.025;0.089;0.33;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
31972;ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR STRACCIATELLA;Milk;30.338;28.929;0.435;7.652;4.8208;3.5;105.9;14.67;9.6087;12.27;0.298;17.715;0.717;87.1;169.28;0.148;2.234;34.66;0.0254;58.545;0.28;0.78;0.034;0.222;0.464;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
31990;ICE CREAM, CREAM BASED, FLAVOURED, CARTE D'OR MASCARPONE;Milk;28.172;28.007;0.372;8.505;5.3233;3.03;108.63;22.17;0.0331;12.72;0.191;14.474;0.829;96;186.28;0.182;2.703;46.53;0.0401;76.483;0.36;5.94;0.058;0.486;0.404;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
31991;SORBET, RASPBERRY, INDUSTRIAL;Fruits;28.696;28.502;1.702;0.363;0.0151;0.8;23.7;0.08;0.0572;1.25;0.517;11.671;0.331;17.2;112.01;0.011;0.149;4.12;0.0148;0.506;0;10.09;0;0.408;0.186;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
31994;SOY MILK FROZEN DESSERT, ICE CREAM CORNET, GLUTEN-FREE;Pulses and nuts;37.841;21.416;0.698;10.966;4.7978;2.83;11.71;0.25;0.1133;1.17;0.531;15.809;1.003;40.7;107.89;0.017;1.631;135.45;0.0336;1.66;0;0;0;0.87;0.179;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
31996;RICE ICE CREAM;Cereals;33.45;23.394;0.281;7.995;2.7706;0.77;3.55;0.3;0.0345;1.2;0.163;4.598;0.346;14.3;17.68;0.004;1.913;93.7;0.0061;0;0;0;0;1.86;0.164;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;1
31997;ICE CREAM, YOGHURT BASED, 4% FAT;Milk;30.173;26.677;0;3.79;2.6446;2.73;111.27;9.06;0.0112;14.25;0.062;10.856;0.787;84.8;147.78;0.171;2.427;43.03;0.03;33.299;0.29;0.88;0.022;0.074;0.406;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
32000;ICE CREAM BAR, CREAM BASED, CARAMEL AND CHOCOLATE TOPPING;Milk;28.26;28.26;0.336;18.514;11.28;4.72;182.95;29.22;67.2195;19.97;0.604;23.593;1.169;142.3;231.8;0.261;3.226;56.86;0.0415;127.646;0.32;0.86;0.073;0.465;0.74;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
32001;ICE CREAM, CREAM BASED, FLAVOURED, AINO CARAMEL;Milk;31.298;28.683;0.125;10.328;6.39;3;99.23;19.23;0.0196;13;0.115;11.332;0.667;68.9;134.95;0.146;2.02;128.1;0.0258;78.339;0.25;0.76;0.048;0.504;0.34;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
32002;QUARK, FLAVOURED, 2.9% FAT;Milk;14.004;12.687;0.16;2.902;1.9558;6.52;130;10.84;0.0229;12.93;0.091;10.477;1.858;131.7;141.64;0.176;2.992;64.23;0.0357;27.981;0.42;2.32;0.027;0.121;0.415;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
32004;SOY PRODUCT, NON-DAIRY CREAM SUBSTITUTE,5.2% FAT;Pulses and nuts;3.541;1.611;0.637;5.21;0.4035;1.44;10.3;0.19;0.0629;0.24;0.362;9.228;0.389;19.9;70.28;0.012;0.812;20.46;0.044;0.048;0;0;0;1.024;0.044;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
32005;OAT PRODUCT, NON-DAIRY SUBSTITUTE FOR CREAM, 7% FAT;Cereals;5.999;0.119;1;6.994;0.485;1.36;7.55;0.34;0.0456;2.01;0.47;14.41;0.431;47.2;41.46;0.009;1.242;58.99;0.033;0;0;0;0;1.269;0.36;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
32006;RICE PRODUCT, NON-DAIRY CREAM SUBSTITUTE, VEGETABLE FAT, 7% FAT;Cereals;22.68;0.12;0.69;7;0.7697;1.82;4.04;0.32;0.0786;1.51;0.36;10.41;0.851;33.1;39.06;0.009;4.532;60.48;0.015;0;0;0;0;4.235;0.39;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
32007;RICE DRINK, CALCIUM, VITAMIN D;Cereals;9.275;0.175;0.962;1.38;0.1575;1.03;120;0.05;0.0393;0.65;0.468;14.412;0.768;32.6;33.83;0.004;3.033;32.6;0.0065;0;0;0;0.5;0.487;0.208;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
32008;SOYA DRINK, LIGHT, CALCIUM, VITAMINS, ALPRO;Pulses and nuts;2.161;1.528;0.613;1.21;0.1699;1.78;120;0;0.151;0.27;0.356;12.57;0.516;31;85.55;0.21;0.51;59.46;0.0386;0.102;0.38;0;0.75;0.077;0.201;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
32010;ICE CREAM WITH BISCUIT AND CHOCOLATE, CREAM BASED;Milk;27.772;24.254;0.545;14.554;8.8185;2.16;65.08;19.95;33.6146;7.94;0.358;12.978;0.577;59.1;109.1;0.098;1.417;62.78;0.0183;93.6;0.05;1.26;0.054;0.377;0.346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32084;YOGHURT, FLAVOURED, 2% FAT, LACTOSE-FREE, 0.5 UG VITAMIN D;Milk;13.021;12.57;0.047;2.029;1.3258;3.39;112.85;7.2;0.0107;12.04;0.063;9.374;0.691;73.4;155.23;0.15;2.339;40.61;0.0281;18.678;0.32;0.96;0.5;0.052;0.348;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
32085;YOGHURT, FLAVOURED, 2% FAT, LOW-LACTOSE, A+, 1 UG VITAMIN D;Milk;11.939;11.902;0.259;2.031;1.1767;2.62;116.13;8.64;0.0159;12.43;0.12;12.699;0.833;98.4;194.97;0.164;2.275;45.01;0.0318;18.942;0.16;2.41;1;0.197;0.471;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
32088;YOGHURT, BULGARIAN, PLAIN, 3.5% FAT, 1 UG VITAMIN D;Milk;4.8;4.8;0;3.5;2.2276;3;124;11;0.009;15;0.06;11;0.841;90;160;0.184;2.89;44;0.033;28.56;0.4;0.97;1;0.065;0.44;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
32101;MAYONNAISE, CUCUMBER MAYONNAISE, HESBURGER;Fat;2.755;1.141;0.487;51.804;3.0253;0.56;7.08;13.58;0.0188;2.14;0.19;3.408;0.187;13;41.06;0.034;1.132;351.7;0.0137;11.702;0.07;2.04;0.066;9.788;0.092;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0
32136;YOGHURT, PLAIN, ACTIVIA, 3.4% FAT;Milk;5.72;5.72;0;3.397;2.1623;4.52;167.26;11.19;0.0121;16.17;0.068;13.285;1.006;106.7;214.25;0.221;3.189;62.06;0.0386;27.675;0.44;1.06;0.034;0.063;0.519;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
32153;BEARNAISE SAUCE MIX, KNORR;Other ingredients;55.723;19.591;0.334;23.163;11.2703;10;36.66;0.68;0.0466;3.23;0.473;16.846;0.106;31.2;46.62;0.026;0.395;3295.32;0.008;0.196;0.02;0.87;0;1.395;0.079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32163;BEARNAISE SAUCE MIX, CAMPBELL'S/BLÅ BAND;Other ingredients;52.208;7.958;1.13;26.069;12.3384;3.42;127.88;52.42;0.0547;15.4;0.745;22.13;0.961;109.9;190.22;0.181;5.432;1884.58;0.044;40.083;0.46;3.62;0.259;1.747;0.647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32172;SOY PRODUCT, ALPRO, SOURED, 2% FAT, CALCIUM, VITAMINS;Pulses and nuts;11.568;10.668;1.076;2.028;0.2852;3.6;120;0.05;0.2254;0.92;0.581;20.833;0.903;50;182.66;0.21;0.743;41.28;0.0737;8.354;0.38;10.31;0.75;0.242;0.313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32175;HOLLANDAISE SAUCE MIX;Other ingredients;42.945;7.686;0;37.586;18.2425;5.33;143.78;45.98;0.032;9.63;0.457;14.523;0.506;68.1;169.21;0.099;3.809;1888.23;0.0263;39.35;0.34;0.5;0.207;2.31;0.362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32177;SALAD DRESSING, RAPESEED OIL, 15% FAT, LIGHT, THOUSAND ISLAND, FELIX;Fat;11.36;8.746;0.312;15.313;1.121;1.02;13.44;51.19;0.0182;5.58;0.291;4.362;0.388;28;38.47;0.027;4.306;566.51;0.0196;43.761;0.28;2.09;0.259;3.015;0.246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32178;SALAD DRESSING, FRENCH DRESSING, RAPESEED OIL, 47% FAT, SAARIOINEN;Fat;6.909;6.386;0.286;47.039;2.7021;0.19;8.26;2.56;0.005;0.42;0.319;1.737;0.022;2.4;7.75;0;0.099;426.49;0.0013;0.154;0;0.38;0;8.882;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32179;SALAD DRESSING, RAPESEED OIL, 23% FAT, LIGHT, KARTANON, SAARIOINEN;Fat;15.407;14.914;0.518;23.147;1.3429;1.11;17.55;1.27;0.038;3.45;0.641;7.732;0.868;10.2;113.83;0.013;0.322;354.92;0.0264;2.468;0;11.17;0;4.569;0.072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32182;BILBERRY OR BLUEBERRY, DRIED, BILBERRY POWDER;Fruits;25.09;24.49;41.8;6.9;0.2707;7.6;120;0;0.64;6.67;3.5;47;3.78;160;390;0.093;10;1.1;0.8867;2.988;0;0.5;0;12.333;0.95;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
32189;CURD MILK, FLAVOURED, 2% FAT, 1 UG VITAMIN D;Milk;9.856;9.856;0.093;2.157;1.4297;2.55;111.41;7.65;0.0128;15.1;0.075;10.947;0.765;86.6;162.14;0.145;2.427;44.07;0.0278;15.418;0.1;1.13;1;0.071;0.394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32191;FRANKFURTER, CHICKEN, 15% FAT;Meat;1.016;1;1.056;15.162;4.8369;13.7;11.89;61.38;0.036;5.84;0.739;23.49;5.986;98.5;287.68;0.19;9.371;773.66;0.089;21.155;0.73;0;0.35;0.526;0.987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32197;FRANKFURTER, TURKEY, LIGHT, ATRIA;Meat;1.252;0.421;0.463;5.035;1.6181;13.24;10.2;43.62;0.0424;50.85;0.534;12.416;7.564;93.9;164.44;0.12;12.264;787.27;0.0763;8.752;0.61;0.26;0.412;0.435;1.524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32198;CHICKEN COLD CUTS, 2.2% FAT;Meat;0.2;0.2;0;2.223;0.6517;21.49;10.02;59.9;0.0338;28.78;0.556;26.677;11.812;159.5;346.25;0.178;21.545;739.28;0.1257;12.4;0.86;0;0.17;0.686;0.921;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0
32201;YOGHURT, TURKISH/GREEK, 10% FAT;Milk;4.298;4.298;0;10.047;6.7546;3.98;133.05;23.19;0.011;16.02;0.058;10.04;0.74;81.9;169.45;0.177;2.485;48.32;0.0315;90.356;0.35;0.98;0.077;0.189;0.378;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
